DATASET;Restaurant1;Restaurant2;Restaurant3;Restaurant4;Restaurant5;Restaurant6;Restaurant7;Restaurant8;Restaurant9;Restaurant10;Restaurant11;Restaurant12;Restaurant13;Restaurant14;Restaurant15;Restaurant16;Restaurant17;Restaurant18;Restaurant19;Restaurant20;Restaurant21;Restaurant22;Restaurant23;Restaurant24;Restaurant25;Restaurant26;Restaurant27;Restaurant28;Restaurant29;Restaurant30;Restaurant31;Restaurant32;Restaurant33;Restaurant34;Restaurant35;Restaurant36;Restaurant37;Restaurant38;Restaurant39;Restaurant40;Restaurant41;Restaurant42;Restaurant43;Restaurant44;Restaurant45;Restaurant46;Restaurant47;Restaurant48;Restaurant49;Restaurant50;Restaurant51;Restaurant52;Restaurant53;Restaurant54;Restaurant55;Restaurant56;Restaurant57;Restaurant58;Restaurant59;Restaurant60;Restaurant61;Restaurant62;Restaurant63;Restaurant64;Restaurant65;Restaurant66;Restaurant67;Restaurant68;Restaurant69;Restaurant70;Restaurant71;Restaurant72;Restaurant73;Restaurant74;Restaurant75;Restaurant76;Restaurant77;Restaurant78;Restaurant79;Restaurant80;Restaurant81;Restaurant82;Restaurant83;Restaurant84;Restaurant85;Restaurant86;Restaurant87;Restaurant88;Restaurant89;Restaurant90;Restaurant91;Restaurant92;Restaurant93;Restaurant94;Restaurant95;Restaurant96;Restaurant97;Restaurant98;Restaurant99;Restaurant100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User3330;8,83;-0,39;-2,04;-9,51;8,64;8,2;-2,23;3,35;0,05;5,53;2,72;2,86;-9,85;0,19;-4,22;-9,32;-8,54;-0,34;4,9;4,47;-8,2;-7,62;8,3;-2,86;0,58;-3,3;8,69;1,17;2,77;-3,45;1,31;8,93;8,98;-2,14;8,83;4,81;1,55;8,74;-6,36;1,75;-5,73;-3,3;7,48;-4,13;-1,8;9,22;8,88;7,43;2,33;-0,97;-6,46;-1,99;3,2;6,99;6,21;1,31;-3,88;-1,12;4,81;8,93;3,98;4,81;9,22;3,35;4,42;-1,5;1,89;6,36;1,31;5,92;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;7,38;99;99;99;9,17;99;-6,7;99,,,,,,,,,,,,,,,,,,,,,,,,,,,
User3331;-0,29;-0,29;-7,86;-9,61;-7,28;-0,29;-9,61;-6,7;-0,29;-0,29;-0,29;4,17;-0,29;-0,29;-0,29;-7,09;-6,5;-0,29;-0,29;-0,29;-0,29;-0,29;-0,29;-9,42;-0,29;7,48;-0,29;-7,86;6,12;-0,29;5,73;4,37;-0,29;-0,29;-0,29;6,12;-4,95;5,73;-0,29;-0,29;-0,29;-0,29;-0,29;-7,86;-0,29;-0,29;-0,29;-0,29;-0,29;3,98;-4,56;-0,29;-0,29;-0,29;-0,29;-0,29;-0,29;-0,29;-0,29;-5,34;-0,29;-0,29;-0,29;-0,29;5,73;-0,29;-0,29;-0,29;-0,29;-0,29;-6,12;-0,29;-0,29;-7,86;-0,29;-0,29;-0,29;-0,29;-0,29;7,28;-0,29;-0,29;-0,29;-0,29;-0,29;-6,5;-0,29;7,28;-0,29;-0,29;-0,29;-0,29;-0,29;-0,29;-0,29;-0,29;-3,4;-0,29;-0,29;-0,29
User3332;99;99;99;8,45;9,17;6,36;3,69;9,08;99;8,79;9,22;6,6;1,21;8,79;-1,6;-6,26;4,61;-1,02;-4,51;-4,66;8,06;7,38;99;99;8,69;8,11;5,78;7,86;7,52;9,17;8,54;9,22;99;8,3;9,22;8,79;99;8,54;99;7,91;8,74;8,79;99;99;7,28;8,16;99;9,13;8,79;7,52;8,74;8,2;8,79;8,4;9,17;8,01;99;99;5,34;7,18;8,3;9,22;8,79;7,82;5,53;8,45;99;8,79;8,79;99;99;99;99;99;99;99;99;6,41;99;99;99;99;99;99;99;99;1,99;99;99;99;99;99;99;99;99;99;5,53;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User3333;1,07;-4,13;2,38;-1,7;-2,96;0,78;3,16;5,1;-1,89;-2,77;-3,11;-4,42;-3,74;-2,14;-5,39;0,63;-0,53;0,34;-0,92;-0,87;0,15;-1,46;-0,1;-1,94;-0,92;-0,87;2,77;-1,55;4,56;-2,04;-1,65;2,52;2,38;-0,68;4,47;3,3;-1,21;3,88;0,15;-3,54;2,62;-0,63;-3,06;-4,42;-3,54;0,92;1,41;-1,26;-2,09;2,77;-1,26;-2,67;-0,63;-0,97;-2,96;1,94;1,12;-1,36;-0,53;2,09;1,17;0,15;3,88;1,02;3,5;3,2;-3,06;-3,54;4,27;-2,18;99;99;99;99;99;1,02;99;99;99;-2,43;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User3334;0,92;0,68;0,97;1,41;0,39;-0,05;1,17;1,17;0,83;-4,42;0,24;0,58;0,73;0,63;0,34;0,58;1,94;0,63;0,29;1,26;1,12;0,58;0,63;2,04;0,87;1,21;1,21;1,26;1,21;0,63;1,17;1,12;0,87;0,68;1,84;0,63;1,46;0,92;0,58;1,12;0,39;1,12;1,7;0,73;1,46;1,36;1,21;1,17;0,83;-0,1;0,39;0,58;-1,07;0,63;0,83;1,17;0,1;0,78;0,24;0,78;-1,02;0,05;1,02;0,68;1,5;1,36;1,5;-1,02;0,58;0;99;0,39;-7,62;-7,62;-7,62;6,75;6,75;6,94;8,35;-9,47;8,16;8,16;0,78;4,76;-3,2;2,86;3,3;3,3;3,3;-2,52;2,67;2,62;2,72;-4,37;5,78;0,63;-6,36;1,94;0,83;0,5,,
User3335;-2,67;-9,95;-9,22;0,44;-5,63;3,01;4,27;2,91;3,54;0,83;-3,83;-4,17;-9,22;-0,63;-0,44;-5,49;-5,29;1,17;-6,7;-6,26;-7,48;-8,64;-5,19;-3,98;0,68;-6,41;5,05;-8,64;3,4;-4,27;3,64;1,41;-9,17;-1,41;3,4;1,46;2,33;0,97;-3,93;0,87;1,65;-1,6;1,46;-8,64;-5,97;1,36;-9,51;-1,46;0,63;-3,3;-7,62;-3,83;-7,82;2,52;2,86;-3,93;-9,71;-9,22;-9,42;-2,48;-9,51;2,14;-9,03;0,73;5,58;0,53;2,82;-4,47;-7,91;-9,51;-7,33;-7,33;-8,88;-6,94;-6,84;0,68;-9,56;-3,16;-9,51;-8,88;2,38;-3,59;-9,51;-3,93;-3,93;-1,94;1,17;0,78;1,21;-3,25;-0,34;-9,17;-2,43;2,82;2,23;-1,31;1,75;-8,88;-9,71;-1,75
User3336;-0,58;-2,23;-2,62;-5,39;-6,84;5,97;-2,82;-6,75;-5,92;3,4;-0,92;5,44;-5,97;4,61;-5,44;-5,87;-2,33;-6,36;-3,06;-2,82;4,37;1,99;7,04;-2,33;4,42;2,91;6,12;-1,55;-2,23;-2,18;4,13;5,15;-2,43;7,18;5,97;2,23;-5,68;7,09;3,79;2,14;-5,44;0,05;-5,58;-7,43;-2,04;4,22;5,1;-1,5;-1,31;-2,57;-1,46;1,21;5,87;-1,17;1,99;3,79;-3,35;-5,29;-2,04;-2,33;3,88;6,02;-4,66;-5,68;2,04;-0,73;-0,15;4,56;4,85;1,75;99;99;99;99;99;99;99;99;99;99;-2,82;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User3337;-1,21;3,64;99;99;8,01;0,39;-3,06;-6,5;99;3,11;2,48;-2,09;-8,2;-1,31;4,27;2,43;2,04;-3,54;0,97;-3,5;8,06;-1,46;0,15;99;99;3,16;0,24;2,33;-2,67;2,04;5,44;1,89;0,24;2,28;-0,53;2,23;-2,48;-1,89;0,63;2,28;-1,94;1,8;4,95;0,49;1,41;7,72;-0,29;0,68;8,54;3,4;-4,61;4,42;4,42;1,02;-3,59;-0,44;99;99;99;-0,39;-0,68;1,75;3,93;2,14;-0,58;3,4;-1,99;1,84;3,88;4,32;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;-8,74;99;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User3338;99;99;99;99;-3,35;99;-9,81;-9,22;99;99;99;99;-9,71;99;-9,42;-9,76;-8,11;-8,11;5,29;-9,13;-9,08;-9,08;-9,71;99;99;-2,04;-9,76;-7,86;-8,54;99;-8,01;0,68;99;-7,23;-6,21;1,65;99;99;-7,96;99;99;-3,88;99;99;-8,98;-8,83;-9,37;-9,42;-7,23;-8,88;99;99;-8,74;-5,87;99;-6,75;99;99;99;99;-9,47;-9,13;-3,79;99;-9,08;-5,68;-8,45;0,39;-8,69;99;99;-8,5;99;99;-6,55;99;99;99;99;99;99;99;99;99;-8,98;99;99;99;99;99;99;99;99;99;-8,93;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User3339;0,92;-6,12;5,83;1,5;2,18;6,5;-9,13;-3,4;1,75;9,08;9,13;0,05;-9,81;1,6;-7,77;-7,18;1,41;-0,73;2,28;3,35;3,2;4,95;-7,04;1,5;4,32;-0,68;5,58;-1,6;6,36;-0,83;5,39;2,09;4,85;4,51;4,51;6,6;2,72;1,65;4,32;2,57;3,06;-3,25;-4,56;-1,41;0,92;1,46;3,06;-5,39;3,98;7,33;-1,26;4,37;7,43;0,44;9,08;7,23;-2,91;-9,56;-0,83;6,12;4,03;3,16;-0,97;-2,62;3,2;1,55;0,34;-0,44;4,03;0,15;99;99;99;99;4,08;99;99;6,65;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;-7,62,,,,,,,,,,,,,,,,,,,,,,,,,,,
User3340;-8,25;-4,03;-8,54;99;-6,12;-0,83;-2,96;-5,68;99;-3,93;-7,48;-1,55;-4,85;-2,04;-6,21;-6,17;-6,89;-3,69;-7,67;-6,36;-3,45;-7,96;-7,18;-7,23;-2,04;3,01;-3,25;0,29;0,73;99;-7,33;2,48;99;-2,48;2,43;0,49;99;-0,92;1,02;-2,96;99;2,43;-7,82;99;-7,77;-0,83;3,06;-0,44;1,65;0,29;-4,95;-8,06;0,92;7,91;-3,98;2,04;99;99;-3,64;99;7,82;-0,83;-2,43;99;-1,89;7,09;99;5,49;0,24;-8,16;99;99;99;99;99;99;99;99;-4,13;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User3341;7,77;1,75;1,75;-5,1;2,96;3,16;-0,19;4,61;3,88;6,12;-0,49;2,09;-0,92;-1,07;-0,05;2,86;-4,66;4,27;2,86;-0,24;-4,37;1,41;-0,19;3,69;2,72;-1,75;3,88;4,85;-4,17;-0,34;0,63;3,01;-0,34;5,53;3,11;7,09;3,88;6,02;-1,02;4,37;3,35;-3,25;1,84;6,41;-0,58;4,56;2,57;6,94;0,97;-0,58;0,87;-2,48;2,77;-2,72;3,2;2,52;4,66;1,7;7,23;3,98;2,96;6,41;4,9;5,78;-3,74;8,16;2,91;5,49;6,89;4,51;-0,29;2,04;2,77;1,89;2,38;2,82;2,18;1,94;0,39;0,97;4,61;6,26;0,87;2,33;2,28;3,4;3,74;6,99;2,77;3,64;5,92;1,5;-0,24;4,03;2,91;2,67;3,83;-2,23;2,52;-0,58
User3342;-2,43;-0,39;-2,72;-3,3;0,92;0,68;0,92;0,92;-3,25;-2,72;1,36;-1,36;-4,27;-2,09;-3,4;0,68;-0,63;2,57;2,57;1,21;-2,28;-2,57;-2,72;-2,04;-1,99;-3,45;0,1;-1,65;-0,49;-2,62;-1,5;0,1;-2,43;-1,94;-0,19;0,05;-2,62;0,78;-1,46;-2,72;-3,69;-1,94;-0,68;-3,69;-3,64;-0,63;0,29;0,1;-0,68;0,29;-3,54;-4,08;0,19;-0,44;-0,1;-0,63;-1,12;-6,07;-2,43;-0,58;-0,39;-0,44;-1,94;0,29;-3,54;-0,05;-1,6;0,53;0,58;-0,53;99;99;0,49;99;99;0,68;99;99;99;99;99;99;99;99;99;99;99;99;99;99;-0,53;99;99;1,17;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,
User3343;99;99;99;99;-4,22;99;2,57;4,66;99;99;99;99;3,06;99;-3,2;-5,24;-2,38;-1,7;3,25;5,73;-0,44;99;99;99;99;99;5,78;3,69;6,41;99;5,87;6,31;99;-2,14;3,4;6,65;99;4,95;99;1,02;99;4,71;99;99;99;0,34;99;4,81;5,49;5,19;99;99;0,34;-0,68;99;2,38;99;99;99;99;5;1,94;4,71;99;0,87;2,09;99;5,15;2,96;99;4,76;99;99;99;-3,69;99;99;99;99;99;99;-1,8;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User3344;99;99;99;99;-0,73;8,93;-0,15;5,73;99;-5,34;2,62;3,64;4,22;-0,39;-9,56;-9,32;-0,1;-3,3;2,96;2,14;8,3;2,09;99;99;-9,42;8,54;9,08;-1,41;5,29;99;8,88;8,4;99;99;8,35;-3,83;99;-9,32;2,62;1,7;99;8,06;99;99;99;4,61;99;8,98;9,03;8,69;99;-8,79;8,2;8,54;99;-9,47;99;99;99;99;8,59;8,69;99;99;9,03;8,4;99;8,83;3,3;99;99;1,26;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;0,24;99;99;99;99;99;3,01;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User3345;5,83;3,83;-9,22;2,57;2,04;4,22;-7,91;-2,09;-8,2;-4,81;-2,67;4,13;1,6;-0,68;-9,27;-8,64;-1,89;7,82;6,36;-2,67;-1,84;0;-1,46;-5,29;-0,49;5,97;4,32;7,43;6,6;-3,74;-2,33;2,62;-7,86;4,76;6,84;7,28;3,4;2,91;3,06;5,29;-4,03;4,85;-9,17;-6,26;4,61;-7,23;1,36;5,49;6,46;6,17;-8,11;-4,56;6,12;5,53;-0,78;-2,43;-7,77;-9,17;-0,63;-8,06;6,8;6,5;7,33;-8,69;-6,99;7,82;-9,08;6,55;3,64;5,68;5,83;4,66;4,76;1,6;-5,58;2,52;-6,7;-3,74;-3,74;-3,4;2,77;4,76;4,17;2,52;-7,96;-7,77;3,74;2,86;6,7;5,63;4,08;-7,04;5,63;-6,26;-6,94;7,52;3,45;5,44;-7,77;-6,7,
User3346;99;99;99;99;6,31;7,38;6,17;-2,86;99;99;4,47;99;6,41;-5,53;-3,69;-6,75;3,06;-7,91;2,18;5,87;8,64;99;99;99;99;-4,56;5,44;-7,52;-5,53;99;3,98;7,23;99;99;5,92;-7,14;99;2,67;2,96;8,59;99;0,1;99;99;99;-6,75;99;7,38;5,87;5,92;99;4,47;5,63;5,78;99;2,86;99;99;99;99;2,23;-0,44;4,37;99;4,32;5,49;99;4,81;6,31;99;99;99;99;99;-5,05;99;99;99;99;2,28;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;3,25;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User3347;0,19;-3,74;-0,15;1,6;-1,07;3,74;3,3;2,91;-0,73;-3,69;0,73;4,08;0,68;0,29;-3,25;-1,89;-0,49;2,72;-1,99;-0,34;-0,34;3,98;-1,55;-4,22;-3,5;-1,65;5,78;0,78;4,37;1,21;5;3,69;-1,12;1,36;4,85;5,19;-0,58;-0,63;-1,55;-1,5;-0,29;2,18;-1,36;2,96;-0,58;0,78;4,32;2,43;4,61;2,86;-0,53;1,17;3,98;4,42;-1,55;2,18;-1,21;-0,49;-0,39;-3,3;5,24;4,81;-1,12;-0,29;2,52;0,83;-0,53;4,37;3,11;0;2,57;-0,44;4,61;-2,67;-1,21;4,61;-0,05;3,54;-0,83;3,5;-2,86;-2,82;1,36;2,28;0,49;-3,2;0,92;3,11;4,47;-8,2;5,73;4,32;3,45;-3,79;5,58;2,23;3,74;-0,24;-1,17;7,43,,
User3348;99;99;99;99;4,61;3,79;2,72;-6,5;99;99;1,7;-1,75;0,15;-0,97;3,69;0,29;-0,1;2,48;1,21;-0,05;-0,92;99;1,7;99;99;99;2,96;-0,19;8,11;99;4,27;4,27;99;99;0,73;5,87;99;0,58;-1,5;2,52;99;-0,1;99;99;0,78;0,24;1,46;4,42;-0,1;5,24;-1,89;99;0,1;0,87;-2,38;5,15;99;99;99;99;3,79;5,58;99;99;0,24;4,85;99;2,09;5,24;99;1,07;99;99;99;99;99;99;99;99;99;99;99;99;99;99;3,93;99;99;99;99;99;99;99;99;99;0,92;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User3349;2,09;6,7;-0,19;0;-6,17;5,78;1,84;-4,76;0,15;3,06;2,48;3,4;2,33;3,01;-3,79;-0,15;-3,2;-1,12;-2,52;-3,59;1,41;6,46;2,57;-0,05;3,01;3,2;6,75;6,55;4,47;-4,42;2,82;1,55;-0,68;4,37;4,37;1,65;-1,8;3,06;2,48;2,72;-0,15;1,41;3,3;0,05;2,48;2,04;1,17;3,59;3,64;3,93;-1,17;3,2;3,5;-0,78;2,52;2,82;-0,05;0,44;-4,51;0,58;3,01;1,75;3,93;-2,67;3,88;1,36;-4,08;2,04;0,83;-0,19;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;3,88;3,4;5,1;-5;-0,53;-0,53;-0,53;-0,39;0,24,,,,,,,,,,,,,,,,,,,,,,,
User3350;8,83;8,79;3,35;8,74;8,69;3,01;2,09;-0,53;3,4;8,01;3,74;8,54;8,59;8,54;-0,58;-3,98;-3,88;2,86;8,74;-8,74;8,88;3,16;3,64;3,45;3,11;2,57;8,45;3,45;8,88;-0,29;8,59;4,42;3,16;2,52;8,69;8,79;8,69;8,74;3,98;1,99;8,54;3,45;8,88;3,16;4,42;8,83;1,07;8,79;8,74;-0,29;3,11;9,03;8,59;-0,44;8,69;-0,34;-0,49;8,64;8,74;8,74;8,88;3,45;-0,29;8,79;8,98;8,2;-0,05;2,86;8,74;8,83;-0,34;8,69;3,45;-0,83;-0,44;3,98;8,69;8,74;8,64;8,93;8,93;8,64;8,5;8,74;8,79;8,59;8,5;8,88;8,25;8,2;7,96;8,16;8,4;8,45;8,69;8,35;8,59;3,5;3,54;8,54
User3351;99;99;99;99;-0,92;99;-9,22;5,05;99;99;99;99;4,76;99;-1,7;7,72;4,17;-4,17;5,78;8,93;8,54;99;99;99;99;99;6,17;8,54;99;99;99;7,62;99;8,01;8,88;7,23;99;99;99;99;99;8,93;99;99;99;99;7,72;6,7;8,98;8,25;3,54;99;8,88;99;99;8,64;99;99;99;99;7,91;8,93;99;0,15;8,01;8,59;99;2,67;7,48;8,16;99;99;99;99;6,94;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;7,86;99;99;99;3,98;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User3352;-3,83;3,98;7,77;3,45;0,73;8,54;1,84;-0,19;0,97;8,4;9,03;3,16;-4,37;3,93;5,39;2,04;-6,46;4,61;-9,66;-0,83;5,34;8,01;5,53;1,65;5,53;5;7,82;6,75;5,19;3,45;6,94;7,82;5,73;3,54;3,69;6,36;6,46;3,54;5;3,16;7,72;5,92;5,15;-3,3;6,65;8,11;8,4;4,51;4,56;7,28;8,11;4,22;-2,33;6,21;9,13;3,25;-5,83;5,63;3,3;2,38;8,2;2,18;4,95;9,08;9,13;1,55;2,82;5,15;1,75;-5,83;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;8,45;4,08;2,18;99;99;99;99;99;99;-0,68;0,49;8,54,,,,,,,,,,,,,,,,,,,,,,,,,,
User3353;-9,47;-5,97;-1,02;-1,17;-9,03;8,64;-7,04;-0,87;3,16;-0,49;4,51;5,78;-1,31;5,1;-6,65;-3,5;3,93;-5,1;1,94;9,32;5,97;2,82;-1,12;0,39;6,8;4,85;5,1;9,22;4,08;3,16;7,77;7,18;-7,04;6,46;-3,25;0,78;-8,4;-3,5;7,28;-1,12;-2,38;4,9;7,14;-9,9;7,28;4,76;8,5;-1,94;8,93;9,13;8,35;8,01;5,05;9,13;5,19;-6,12;0;-0,49;4,71;4,56;8,83;5,83;-6,75;2,43;9,22;6,12;4,76;9,03;6,41;-1,31;6,5;8,2;6,75;-8,98;6,7;5,34;4,17;1,7;8,83;4,17;2,82;-1,07;0,83;-5,68;-1,36;-4,76;-1,36;8,79;9,22;8,5;6,75;5,97;9,37;4,37;3,59;3,83;8,69;9,32;3,16;4,37,
User3354;2,23;-4,9;-0,15;-8,83;-8,06;9,03;2,38;2,28;-3,93;2,86;2,57;1,07;0,92;-3,69;-1,41;-6,36;-0,58;-0,29;1,7;-3,74;1,12;0,63;1,55;-9,08;-0,73;2,43;-9,42;1,6;3,54;2,82;1,12;3,25;-9,37;-3,79;0,44;1,21;0;1,07;-0,73;1,99;2,62;1,21;-5,83;-9,32;3,5;1,94;-0,92;-5,63;5,29;0,44;-8,83;-0,44;3,01;3,93;1,17;-7,28;-2,04;-9,51;3,74;1,5;1,12;2,77;4,71;2,48;0,05;-5,97;-0,1;4,42;-4,32;1,21;99;1,5;99;-3,2;99;99;99;1,02;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User3355;3,06;4,61;1,8;-2,62;8,54;3,35;-3,2;0,15;0,49;4,81;-0,29;-2,67;5,53;2,09;5,19;-6,17;-3,06;0,58;1,21;-3,25;-1,31;0,97;1,5;-0,73;-0,44;-7,28;8,5;3,93;8,54;-0,39;4,03;5,24;-0,73;4,66;2,48;5,63;0,15;0,53;0,39;-2,91;-6,7;-6,6;-2,77;-0,73;-4,22;8,59;6,02;3,16;6,26;7,48;-6,36;-2,82;5,83;0,24;2,86;3,11;-5,87;-5,19;4,56;6,17;0,68;6,89;2,82;-3,5;-1,8;8,79;-0,87;7,38;3,69;-3,35;99;99;99;99;99;99;99;99;99;99;99;5,29;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User3356;99;99;99;99;2,38;8,25;5,87;3,59;2,09;6,17;7,77;5,19;-0,19;8,45;7,72;4,17;1,02;-3,54;6,6;5,19;8,93;5,92;2,62;-0,29;-4,27;4,81;3,98;6,31;7,48;4,27;-3,25;5,83;-0,15;5,53;2,72;7,52;1,31;4,37;6,12;5;5,19;8,45;1,41;-1,46;5,63;6,55;7,23;5,92;7,67;9,03;3,35;2,23;7,86;9,13;7,48;8,16;99;99;4,37;6,36;8,93;8,59;3,59;2,62;-8,2;8,25;-0,73;8,93;4,71;2,62;99;99;1,41;99;99;99;99;6,17;99;99;99;99;99;99;2,62;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User3357;-3,98;-2,04;-2,04;-2,04;6,26;-0,05;1,07;-6,07;-1,36;3,25;3,2;0,24;-3,98;0,83;1,55;0,97;-2,43;4,27;4,08;-0,53;4,17;0,83;-1,65;-2,77;-1,31;3,88;3,4;0;-1,55;-1,46;3,3;2,96;-1,02;-0,29;-0,68;-0,49;-0,24;-0,05;-0,1;1,36;-1,36;1,26;-2,04;-2,04;0,83;-1,65;0,15;-1,75;-0,39;-0,19;-2,09;-1,31;6,02;-0,92;0,83;1,26;-2,04;-2,77;-1,65;0,15;4,17;-3,25;1,94;-1,31;3,25;3,59;-2,04;-0,73;1,36;0;99;99;99;99;99;99;99;99;99;3,16;99;99;99;99;99;99;99;3,4;99;-2,33;99;99;99;99;99;3,16;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User3358;5,24;5,1;5,05;0,63;-0,19;1,36;3,5;0,87;5,83;8,5;0,39;0,1;1,46;5,15;4,81;8,3;-0,34;8,93;0,78;-4,61;6,07;9,08;5,68;4,42;-0,24;6,55;1,7;0,44;4,42;-0,05;8,35;7,91;-0,34;4,27;9,03;-1,75;3,2;3,64;4,66;-0,1;-1,94;5;8,83;8,59;2,62;5,97;-2,04;-0,68;8,06;7,14;0,63;-0,49;7,57;4,42;5,53;0,73;6,46;-6,5;-0,24;-0,15;1,21;7,82;1,6;-3,2;1,55;5,44;7,48;4,37;6,31;-3,83;2,91;2,62;1,36;-1,46;-2,82;6,84;3,01;1,89;-5;1,7;1,17;2,23;0,78;-3,83;-3,54;2,14;8,93;-2,48;8,35;-1,26;8,88;1,21;-0,44;-0,24;6,75;1,46;3,11;4,17;-2,72;4,32,,
User3359;9,03;9,32;9,03;8,2;2,43;7,23;6,5;7,38;9,22;9,32;9,22;8,83;8,11;8,25;-4,13;8,54;5,78;8,64;8,2;8,25;8,93;9,03;9,08;8,88;9,03;9,22;9,08;9,13;9,22;8,93;8,83;8,69;9,13;8,79;8,93;9,22;8,93;9,17;7,04;8,69;9,27;8,45;9,03;8,98;9,03;7,91;9,32;8,88;7,48;7,96;9,13;8,88;9,08;9,08;9,08;8,83;5,34;8,06;8,45;9,13;9,17;8,93;8,83;9,03;9,22;8,74;9,13;9,08;9,22;8,88;8,93;9,13;8,79;8,88;8,35;8,79;8,16;7,96;8,4;9,13;9,13;9,22;7,48;9,17;8,4;9,27;9,13;9,22;8,88;8,79;9,03;9,17;9,17;9,27;8,88;8,74;8,88;8,3;9,22;8,88
User3360;1,89;0,29;2,23;2,57;8,45;2,96;6,84;7,77;1,07;4,32;2,86;5,34;6,55;4,37;8,59;8,16;3,79;2,96;-1,41;7,82;3,2;5,63;-3,01;3,5;-1,65;-3,69;9,03;8,59;8,3;0,92;6,31;9,37;0,68;7,04;5,15;6,84;0,63;4,9;4,17;8,4;0,68;3,01;1,07;-2,91;0,29;0,05;-2,57;4,13;7,86;7,72;-2,57;-3,69;6,6;7,38;0,73;2,86;6,99;0,49;1,07;1,6;6,12;5,34;2,67;-2,18;7,62;5,83;-1,75;6,36;8,25;2,23;99;99;-2,67;99;99;99;99;99;99;99;99;99;99;99;2,14;-1,02;99;99;99;99;99;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,
User3361;8,3;8,25;-1,07;-0,78;0,63;1,41;-8,5;1,99;0,83;4,61;5,63;1,17;-9,95;8,83;5,19;-9,56;-2,43;-2,77;-7,86;-8,06;3,2;0,78;-2,04;-6,65;1,8;-3,4;5,15;1,94;3,74;-2,57;5,05;1,84;-2,57;7,82;5,44;7,14;2,72;0,53;1,6;-1,7;-0,29;5,24;1,41;-3,54;-1,94;-1,17;1,31;-5,92;5,05;5,19;-7,57;-3,01;7,67;3,64;-0,34;2,91;-9,85;-9,61;-2,04;7,43;3,83;-0,73;8,16;3,11;-2,57;5,68;-0,39;2,18;4,03;0,05;99;99;99;99;-0,19;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;1,46;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
